path,index_path,value_path,index_shape,value_shape,index_dtype,value_dtype,index_len,gotthard_master_len,sample_ratio_vs_gotthard,matched_gotthard_trains,match_fraction_of_gotthard,exact_gotthard_order,time_resolution,sample_n,finite_n,finite_fraction,min,p01,median,p99,max,unique_n_sample
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret nominal set,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret nominal set/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF3 voltages/Ret nominal set/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF1 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF2 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF3 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF4 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 tof,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 tof/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 tof/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/PEF5 wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/prompt position,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/prompt position/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 analysis/prompt position/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/MCP HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/MCP HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/MCP HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret HV WrnErrStatus,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret HV WrnErrStatus/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret HV WrnErrStatus/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret nominal set,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret nominal set/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Expert stuff/eTOF4 voltages/Ret nominal set/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/average-buffer size,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/average-buffer size/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/average-buffer size/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,400.0,400.0,400.0,400.0,400.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position x,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position x/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position x/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position y,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position y/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/beam position y/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean photon energy,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean photon energy/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean photon energy/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean wavelength,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean wavelength/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/mean wavelength/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/number of analysed bunch,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/number of analysed bunch/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Processed/number of analysed bunch/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 3/delay,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 3/delay/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 3/delay/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,336902.0,336902.0,336902.0,336902.0,336902.0,1
/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 5/delay,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 5/delay/index,/FL2/Photon Diagnostic/Wavelength/OPIS tunnel/Raw data/Backplane trigger 5/delay/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Support Infrastructure/Gotthard/delay,/FL2/Support Infrastructure/Gotthard/delay/index,/FL2/Support Infrastructure/Gotthard/delay/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,186.0,186.0,186.0,186.0,186.0,1
/FL2/Support Infrastructure/Gotthard/exposure,/FL2/Support Infrastructure/Gotthard/exposure/index,/FL2/Support Infrastructure/Gotthard/exposure/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,965.0,965.0,965.0,965.0,965.0,1
/FL2/Support Infrastructure/Gotthard/frames,/FL2/Support Infrastructure/Gotthard/frames/index,/FL2/Support Infrastructure/Gotthard/frames/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,110.0,110.0,110.0,110.0,110.0,1
/FL2/Support Infrastructure/Gotthard/images,/FL2/Support Infrastructure/Gotthard/images/index,/FL2/Support Infrastructure/Gotthard/images/value,"(4330,)","(4330, 110, 1280)",uint32,uint16,4330,4330,1.0,4330,1.0,1,gotthard_master_image,140800,140800,1.0,1215.0,2654.0,2919.0,4792.0,51914.0,2687
/FL2/Support Infrastructure/Gotthard/period,/FL2/Support Infrastructure/Gotthard/period/index,/FL2/Support Infrastructure/Gotthard/period/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3987.0,3987.0,3987.0,3987.0,3987.0,1
/Timing/bunch pattern,/Timing/bunch pattern/index,/Timing/bunch pattern/value,"(4513,)","(4513, 7222)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,194994,194994,1.0,-7.368671922713478e-40,0.0,0.0,2.3514191805328156e-38,2.3514191805328156e-38,6
/Timing/event ID,/Timing/event ID/index,/Timing/event ID/value,"(4513,)","(4513,)",uint32,int64,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_scalar,4513,4513,1.0,2657120149.0,2657120194.12,2657122405.0,2657124615.88,2657124661.0,4513
/Timing/set number of bunches flash1,/Timing/set number of bunches flash1/index,/Timing/set number of bunches flash1/value,"(4513,)","(4513, 4)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_matrix_small_axis,18052,18052,1.0,0.0,0.0,0.0,1215.0,1215.0,2
/Timing/set number of bunches flash2,/Timing/set number of bunches flash2/index,/Timing/set number of bunches flash2/value,"(4513,)","(4513, 4)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_matrix_small_axis,18052,18052,1.0,30.0,30.0,625.5,6007.0,6007.0,4
/Timing/set repetition rate flash1,/Timing/set repetition rate flash1/index,/Timing/set repetition rate flash1/value,"(4513,)","(4513,)",uint32,float64,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_scalar,4513,4513,1.0,0.0,0.0,0.0,0.0,0.0,1
/Timing/set repetition rate flash2,/Timing/set repetition rate flash2/index,/Timing/set repetition rate flash2/value,"(4513,)","(4513,)",uint32,float64,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_scalar,4513,4513,1.0,250.77159118652344,250.77159118652344,250.77159118652344,250.77159118652344,250.77159118652344,1
/uncategorised/FLASH.DAQ/FL2USER1.DAQ.FSM/RT.RT/Z_POS,/uncategorised/FLASH.DAQ/FL2USER1.DAQ.FSM/RT.RT/Z_POS/index,/uncategorised/FLASH.DAQ/FL2USER1.DAQ.FSM/RT.RT/Z_POS/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EV.MASK,/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EV.MASK/index,/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EV.MASK/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EVENTS,/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EVENTS/index,/uncategorised/FLASH.DAQ/FL2USER1.DISTRIBUTOR/DAQ.EXP/EVB.EVENTS/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,0.0,4.91,2465.5,4976.99,5031.0,492
/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.1.NATIVE,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.1.NATIVE/index,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.1.NATIVE/value,"(4513,)","(4513, 4)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_matrix_small_axis,18052,18052,1.0,0.0,0.0,67.79230499267578,700.0,700.0,4
/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.2.NATIVE,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.2.NATIVE/index,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.2.NATIVE/value,"(4513,)","(4513, 4)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_matrix_small_axis,18052,18052,1.0,0.0,0.0,333.19537353515625,834.5845947265625,834.5845947265625,4
/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.3.NATIVE,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.3.NATIVE/index,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH.POSITION.3.NATIVE/value,"(4513,)","(4513, 4)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_matrix_small_axis,18052,18052,1.0,0.0,0.0,0.0,1499.975341796875,1499.975341796875,2
/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH_PATTERN_NATIVE,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH_PATTERN_NATIVE/index,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.BUNCH_PATTERN_NATIVE/value,"(4513,)","(4513,)",uint32,int32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_scalar,4513,4513,1.0,1536.0,1536.0,1536.0,1536.0,1536.0,1
/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.REP_RATE_KHZ.3,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.REP_RATE_KHZ.3/index,/uncategorised/FLASH.DIAG/TIMINGINFO/TIME1.REP_RATE_KHZ.3/value,"(4513,)","(4513,)",uint32,float64,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_scalar,4513,4513,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.DIAG/TOROID/18FL2EXTR,/uncategorised/FLASH.DIAG/TOROID/18FL2EXTR/index,/uncategorised/FLASH.DIAG/TOROID/18FL2EXTR/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.0009500000160187483,-0.00044999999227002263,0.0,0.09929999709129333,0.10199999809265137,132
/uncategorised/FLASH.DIAG/TOROID/1FL0UBC2,/uncategorised/FLASH.DIAG/TOROID/1FL0UBC2/index,/uncategorised/FLASH.DIAG/TOROID/1FL0UBC2/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.0007999999797903001,-0.00039999998989515007,0.0,0.10055000334978104,0.10300000011920929,130
/uncategorised/FLASH.DIAG/TOROID/1FL1DIAG,/uncategorised/FLASH.DIAG/TOROID/1FL1DIAG/index,/uncategorised/FLASH.DIAG/TOROID/1FL1DIAG/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.000750000006519258,-0.00044999999227002263,0.0,0.00039999998989515007,0.0007999999797903001,32
/uncategorised/FLASH.DIAG/TOROID/4FL0EXTR,/uncategorised/FLASH.DIAG/TOROID/4FL0EXTR/index,/uncategorised/FLASH.DIAG/TOROID/4FL0EXTR/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.0007999999797903001,-0.00044999999227002263,0.0,0.09905000030994415,0.10140000283718109,125
/uncategorised/FLASH.DIAG/TOROID/4FL1LOLA,/uncategorised/FLASH.DIAG/TOROID/4FL1LOLA/index,/uncategorised/FLASH.DIAG/TOROID/4FL1LOLA/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.0007999999797903001,-0.00039999998989515007,0.0,0.0003499999875202775,0.0006500000017695129,29
/uncategorised/FLASH.DIAG/TOROID/4FL2EXTR,/uncategorised/FLASH.DIAG/TOROID/4FL2EXTR/index,/uncategorised/FLASH.DIAG/TOROID/4FL2EXTR/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.000750000006519258,-0.00039999998989515007,0.0,0.10085000097751617,0.10339999943971634,125
/uncategorised/FLASH.DIAG/TOROID/6FL1DIAG,/uncategorised/FLASH.DIAG/TOROID/6FL1DIAG/index,/uncategorised/FLASH.DIAG/TOROID/6FL1DIAG/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.0009500000160187483,-0.00044999999227002263,0.0,0.00039999998989515007,0.0007999999797903001,33
/uncategorised/FLASH.DIAG/TOROID/8FL0DBC1,/uncategorised/FLASH.DIAG/TOROID/8FL0DBC1/index,/uncategorised/FLASH.DIAG/TOROID/8FL0DBC1/value,"(4513,)","(4513, 802)",uint32,float32,4513,4330,1.0422632794457274,4330,1.0,0,train_resolved_array,199698,199698,1.0,-0.000750000006519258,-0.00039999998989515007,0.0,0.10019999742507935,0.1026500016450882,124
/uncategorised/FLASH.FEL/FL24.MOTOR/MOTOR3.MOT1/FODOMETER,/uncategorised/FLASH.FEL/FL24.MOTOR/MOTOR3.MOT1/FODOMETER/index,/uncategorised/FLASH.FEL/FL24.MOTOR/MOTOR3.MOT1/FODOMETER/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,-9254.669921875,-9254.669921875,-9254.669921875,-9254.669921875,-9254.669921875,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas1_BL_8_3.fPressureMBar,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas1_BL_8_3.fPressureMBar/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas1_BL_8_3.fPressureMBar/value,"(444,)","(444,)",uint32,float32,444,4330,0.10254041570438799,418,0.09653579676674365,0,sparse_train_indexed_monitor,444,444,1.0,8.544921875,8.6212158203125,9.0789794921875,9.613037109375,9.765625,15
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas2_BL_8_3.fPressureMBar,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas2_BL_8_3.fPressureMBar/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbPGas2_BL_8_3.fPressureMBar/value,"(301,)","(301,)",uint32,float32,301,4330,0.06951501154734412,277,0.06397228637413395,0,sparse_train_indexed_monitor,301,301,1.0,1745.2239990234375,1745.3004150390625,1745.529052734375,1745.60546875,1745.60546875,5
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bClosed,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bClosed/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bClosed/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bOpen,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bOpen/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BEAMLINE/OPCUA.fbV_BL_1.bOpen/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,1.0,1.0,1.0,1.0,1.0,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_1.fPressure,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_1.fPressure/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_1.fPressure/value,"(409,)","(409,)",uint32,float32,409,4330,0.09445727482678984,388,0.08960739030023095,0,sparse_train_indexed_monitor,409,409,1.0,2.76240020441465e-11,2.763624107338103e-11,2.779099866900836e-11,2.7965360999138157e-11,2.7992001078169793e-11,80
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_2.fPressure,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_2.fPressure/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_2.fPressure/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_3.fPressure,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_3.fPressure/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_3.fPressure/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_4.fPressure,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_4.fPressure/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL5/OPCUA.stUHVG_BL_5_4.fPressure/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL78/OPCUA.fbUHVG_BL_8_1.fPressureMBar,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL78/OPCUA.fbUHVG_BL_8_1.fPressureMBar/index,/uncategorised/FLASH.FEL/FL26.VACUUM/REMI.BL78/OPCUA.fbUHVG_BL_8_1.fPressureMBar/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
